userId,query,tutorId,os_score,rerank_score,price,rating,position,label
c7b6a5d4-e3f2-4g1h-9i0j-1k2l3m4n5o6p,Algebra private lessons basic,25,1.9925563,0.28142038,55000,4.9,4,1
c7b6a5d4-e3f2-4g1h-9i0j-1k2l3m4n5o6p,Math private lessons geometry,118,3.2462373,0.0,165000,4.9,1,1
1a2b3c4d-5e6f-7a8b-9c0d-1e2f3a4b5c6d,Math online tutor basic arithmetic,224,3.2656953,0.4,50000,3.5,1,1
1a2b3c4d-5e6f-7a8b-9c0d-1e2f3a4b5c6d,Math online tutor basic arithmetic,200,3.2656953,0.08921047,55000,3.5,2,1
1a2b3c4d-5e6f-7a8b-9c0d-1e2f3a4b5c6d,Math online tutor basic arithmetic,188,3.2656953,0.0,50000,3.5,3,1
1a2b3c4d-5e6f-7a8b-9c0d-1e2f3a4b5c6d,find SAT tutor for intermediate (1150-1300) learners,252,4.5854816,0.94615567,140000,4.6,1,1
1a2b3c4d-5e6f-7a8b-9c0d-1e2f3a4b5c6d,find SAT tutor for intermediate (1150-1300) learners,454,2.780452,0.59750664,130000,4.6,2,1
1a2b3c4d-5e6f-7a8b-9c0d-1e2f3a4b5c6d,find SAT tutor for intermediate (1150-1300) learners,321,3.3966875,0.48684472,55000,4.5,3,1
1a2b3c4d-5e6f-7a8b-9c0d-1e2f3a4b5c6d,find SAT tutor for intermediate (1150-1300) learners,300,2.8512745,0.40845767,90000,4.5,4,1
1a2b3c4d-5e6f-7a8b-9c0d-1e2f3a4b5c6d,find SAT tutor for intermediate (1150-1300) learners,327,2.1173594,0.3978695,110000,4.6,5,1
1a2b3c4d-5e6f-7a8b-9c0d-1e2f3a4b5c6d,find SAT tutor for intermediate (1150-1300) learners,14,2.6675909,0.35128367,55000,4.7,6,1
1a2b3c4d-5e6f-7a8b-9c0d-1e2f3a4b5c6d,find SAT tutor for intermediate (1150-1300) learners,160,2.5900295,0.3296647,100000,4.5,7,1
1a2b3c4d-5e6f-7a8b-9c0d-1e2f3a4b5c6d,find SAT tutor for intermediate (1150-1300) learners,415,1.8947097,0.29569587,140000,4.8,8,1
1a2b3c4d-5e6f-7a8b-9c0d-1e2f3a4b5c6d,find SAT tutor for intermediate (1150-1300) learners,64,2.6468089,0.27187154,90000,4.5,9,1
1a2b3c4d-5e6f-7a8b-9c0d-1e2f3a4b5c6d,find SAT tutor for intermediate (1150-1300) learners,278,1.9252898,0.26624125,130000,4.6,10,1
x8y7z6w5-v4u3-t2s1-r0q9-p8o7n6m5l4k3,Math teacher for geometry level,130,3.2615113,0.676276,170000,4.4,1,1
x8y7z6w5-v4u3-t2s1-r0q9-p8o7n6m5l4k3,Math teacher for geometry level,122,3.2615113,0.6350077,150000,4.4,2,1
x8y7z6w5-v4u3-t2s1-r0q9-p8o7n6m5l4k3,Math teacher for geometry level,148,3.6295173,0.6,160000,4.7,3,1
x8y7z6w5-v4u3-t2s1-r0q9-p8o7n6m5l4k3,Math teacher for geometry level,134,2.6815348,0.4,160000,4.7,4,1
x8y7z6w5-v4u3-t2s1-r0q9-p8o7n6m5l4k3,Math teacher for geometry level,138,2.6815348,0.4,165000,4.7,5,1
x8y7z6w5-v4u3-t2s1-r0q9-p8o7n6m5l4k3,Math teacher for geometry level,142,2.6815348,0.4,165000,4.7,6,1
x8y7z6w5-v4u3-t2s1-r0q9-p8o7n6m5l4k3,Math teacher for geometry level,126,2.6815348,0.27619493,155000,4.7,7,1
x8y7z6w5-v4u3-t2s1-r0q9-p8o7n6m5l4k3,English private lessons advanced,268,4.364547,0.0,80000,4.2,1,1
x8y7z6w5-v4u3-t2s1-r0q9-p8o7n6m5l4k3,English private lessons advanced,102,3.642478,1.0,50000,4.9,1,1
x8y7z6w5-v4u3-t2s1-r0q9-p8o7n6m5l4k3,English private lessons advanced,440,3.5429842,0.27318284,95000,4.9,2,1
x8y7z6w5-v4u3-t2s1-r0q9-p8o7n6m5l4k3,English private lessons advanced,476,3.5429842,0.27318284,95000,4.9,3,1
x8y7z6w5-v4u3-t2s1-r0q9-p8o7n6m5l4k3,English private lessons advanced,422,3.5429842,0.18212189,95000,4.9,4,1
x8y7z6w5-v4u3-t2s1-r0q9-p8o7n6m5l4k3,English private lessons advanced,458,3.5429842,0.0,95000,4.9,5,1
x8y7z6w5-v4u3-t2s1-r0q9-p8o7n6m5l4k3,Computer teacher for programming fundamentals level,230,3.9771397,1.0,140000,4.9,1,1
x8y7z6w5-v4u3-t2s1-r0q9-p8o7n6m5l4k3,Computer teacher for programming fundamentals level,150,3.8225164,0.50691545,125000,4.8,2,1
x8y7z6w5-v4u3-t2s1-r0q9-p8o7n6m5l4k3,Computer teacher for programming fundamentals level,365,3.3194003,0.11145306,50000,4.9,3,1
x8y7z6w5-v4u3-t2s1-r0q9-p8o7n6m5l4k3,Computer teacher for programming fundamentals level,391,3.3194003,0.0,50000,4.9,4,1
3a2b1c0d-9e8f-7g6h-5i4j-3k2l1m0n9o8p,IELTS teacher for foundation (4.0) level,203,3.9688997,1.0,160000,4.7,1,1
3a2b1c0d-9e8f-7g6h-5i4j-3k2l1m0n9o8p,IELTS teacher for foundation (4.0) level,449,3.953756,0.9781908,165000,4.9,2,1
3a2b1c0d-9e8f-7g6h-5i4j-3k2l1m0n9o8p,IELTS teacher for foundation (4.0) level,219,3.9688997,0.7456885,160000,4.7,3,1
3a2b1c0d-9e8f-7g6h-5i4j-3k2l1m0n9o8p,IELTS teacher for foundation (4.0) level,336,3.2897081,0.543741,180000,4.7,4,1
3a2b1c0d-9e8f-7g6h-5i4j-3k2l1m0n9o8p,IELTS teacher for foundation (4.0) level,281,2.966073,0.3168395,195000,4.9,5,1
3a2b1c0d-9e8f-7g6h-5i4j-3k2l1m0n9o8p,IELTS teacher for foundation (4.0) level,253,2.1111827,0.24450837,165000,4.8,6,1
3a2b1c0d-9e8f-7g6h-5i4j-3k2l1m0n9o8p,IELTS teacher for foundation (4.0) level,249,1.8439705,0.2320108,180000,4.9,7,1
3a2b1c0d-9e8f-7g6h-5i4j-3k2l1m0n9o8p,Algebra teacher for advanced level,423,2.282492,0.4,55000,4.1,1,1
3a2b1c0d-9e8f-7g6h-5i4j-3k2l1m0n9o8p,Algebra teacher for advanced level,459,2.282492,0.4,55000,4.1,2,1
3a2b1c0d-9e8f-7g6h-5i4j-3k2l1m0n9o8p,Algebra teacher for advanced level,441,2.282492,0.0,55000,4.1,3,1
3a2b1c0d-9e8f-7g6h-5i4j-3k2l1m0n9o8p,Algebra teacher for advanced level,477,2.282492,0.0,55000,4.1,4,1
zxcvbnm0-lkjh-gfds-apoi-uytrewq12345,find IELTS tutor for intermediate (5.5-6.5) learners,282,4.346238,0.7984362,165000,4.8,1,0
zxcvbnm0-lkjh-gfds-apoi-uytrewq12345,find IELTS tutor for intermediate (5.5-6.5) learners,304,4.7943997,0.66523695,170000,4.1,2,1
zxcvbnm0-lkjh-gfds-apoi-uytrewq12345,find IELTS tutor for intermediate (5.5-6.5) learners,245,2.7762861,0.59052795,185000,5.0,3,1
zxcvbnm0-lkjh-gfds-apoi-uytrewq12345,find IELTS tutor for intermediate (5.5-6.5) learners,183,3.6135144,0.52250826,185000,4.8,4,1
zxcvbnm0-lkjh-gfds-apoi-uytrewq12345,find IELTS tutor for intermediate (5.5-6.5) learners,263,2.6175776,0.47665766,175000,4.8,5,1
zxcvbnm0-lkjh-gfds-apoi-uytrewq12345,find IELTS tutor for intermediate (5.5-6.5) learners,261,2.5938919,0.47041407,190000,4.9,6,1
zxcvbnm0-lkjh-gfds-apoi-uytrewq12345,find IELTS tutor for intermediate (5.5-6.5) learners,378,3.985798,0.46571717,150000,4.1,7,1
zxcvbnm0-lkjh-gfds-apoi-uytrewq12345,find IELTS tutor for intermediate (5.5-6.5) learners,352,3.985798,0.45621112,150000,4.1,8,1
zxcvbnm0-lkjh-gfds-apoi-uytrewq12345,find IELTS tutor for intermediate (5.5-6.5) learners,151,3.1695433,0.40108868,175000,4.9,9,1
zxcvbnm0-lkjh-gfds-apoi-uytrewq12345,find IELTS tutor for intermediate (5.5-6.5) learners,353,2.9679644,0.37755528,170000,4.7,10,1
qwertyui-opas-dfgh-jklz-xcvbnm123456,Algebra private lessons advanced,108,3.3748722,0.8512851,100000,4.7,1,1
qwertyui-opas-dfgh-jklz-xcvbnm123456,Algebra private lessons advanced,375,2.8791537,0.63647544,105000,4.7,2,1
qwertyui-opas-dfgh-jklz-xcvbnm123456,Algebra private lessons advanced,401,2.8791537,0.63647544,105000,4.7,3,1
qwertyui-opas-dfgh-jklz-xcvbnm123456,Algebra private lessons advanced,166,3.4589386,0.6,120000,4.6,4,1
qwertyui-opas-dfgh-jklz-xcvbnm123456,Algebra private lessons advanced,349,2.8791537,0.59474885,105000,4.7,5,0
qwertyui-opas-dfgh-jklz-xcvbnm123456,Algebra private lessons advanced,387,2.7880735,0.3740763,90000,4.9,6,1
qwertyui-opas-dfgh-jklz-xcvbnm123456,Algebra private lessons advanced,361,2.7880735,0.24889655,90000,4.9,7,1
qwertyui-opas-dfgh-jklz-xcvbnm123456,Algebra private lessons advanced,323,2.5019994,0.1508418,105000,4.8,8,1
qwertyui-opas-dfgh-jklz-xcvbnm123456,IELTS private lessons intermediate (5.5-6.5),378,4.2873344,0.6084328,150000,4.1,1,1
qwertyui-opas-dfgh-jklz-xcvbnm123456,IELTS private lessons intermediate (5.5-6.5),352,4.2873344,0.6009674,150000,4.1,2,1
qwertyui-opas-dfgh-jklz-xcvbnm123456,IELTS private lessons intermediate (5.5-6.5),183,3.3911128,0.48849878,185000,4.8,3,1
qwertyui-opas-dfgh-jklz-xcvbnm123456,IELTS private lessons intermediate (5.5-6.5),282,3.2058623,0.41774496,165000,4.8,4,1
qwertyui-opas-dfgh-jklz-xcvbnm123456,IELTS private lessons intermediate (5.5-6.5),353,1.907802,0.40564767,170000,4.7,5,1
qwertyui-opas-dfgh-jklz-xcvbnm123456,IELTS private lessons intermediate (5.5-6.5),253,2.5851912,0.3493444,165000,4.8,6,1
qwertyui-opas-dfgh-jklz-xcvbnm123456,IELTS private lessons intermediate (5.5-6.5),399,2.6351533,0.26651645,165000,4.3,7,1
qwertyui-opas-dfgh-jklz-xcvbnm123456,IELTS private lessons intermediate (5.5-6.5),286,2.5422826,0.19499792,180000,4.5,8,1
qwertyui-opas-dfgh-jklz-xcvbnm123456,IELTS private lessons intermediate (5.5-6.5),239,2.161075,0.18394509,190000,4.9,9,1
qwertyui-opas-dfgh-jklz-xcvbnm123456,IELTS private lessons intermediate (5.5-6.5),35,1.9689103,0.17110737,165000,4.1,10,1
e8a2a5d2-0545-4200-a619-3c72b9a71465,find IELTS tutor for advanced (7.0+) learners,418,3.8594608,0.8963843,130000,4.6,1,1
e8a2a5d2-0545-4200-a619-3c72b9a71465,find IELTS tutor for advanced (7.0+) learners,436,3.8594608,0.8591122,130000,4.6,2,0
e8a2a5d2-0545-4200-a619-3c72b9a71465,find IELTS tutor for advanced (7.0+) learners,229,3.2437627,0.81482494,85000,4.7,3,1
e8a2a5d2-0545-4200-a619-3c72b9a71465,find IELTS tutor for advanced (7.0+) learners,238,3.6850166,0.7973781,150000,4.7,4,1
e8a2a5d2-0545-4200-a619-3c72b9a71465,find IELTS tutor for advanced (7.0+) learners,421,3.1455688,0.62718207,105000,4.7,5,1
e8a2a5d2-0545-4200-a619-3c72b9a71465,find IELTS tutor for advanced (7.0+) learners,267,2.7875793,0.52021784,135000,4.7,6,1
e8a2a5d2-0545-4200-a619-3c72b9a71465,find IELTS tutor for advanced (7.0+) learners,259,2.7875793,0.5126775,135000,4.6,7,1
e8a2a5d2-0545-4200-a619-3c72b9a71465,find IELTS tutor for advanced (7.0+) learners,233,2.5590734,0.50711554,80000,4.6,8,0
e8a2a5d2-0545-4200-a619-3c72b9a71465,find IELTS tutor for advanced (7.0+) learners,230,2.5819783,0.48980665,140000,4.9,9,1
e8a2a5d2-0545-4200-a619-3c72b9a71465,find IELTS tutor for advanced (7.0+) learners,392,2.6479187,0.46694997,115000,4.7,10,1
e8a2a5d2-0545-4200-a619-3c72b9a71465,SAT teacher for advanced (1300-1500+) level,440,2.5080385,0.0,95000,4.9,1,1
e8a2a5d2-0545-4200-a619-3c72b9a71465,English private lessons beginner,241,5.031738,0.6,95000,4.3,1,0
e8a2a5d2-0545-4200-a619-3c72b9a71465,English private lessons beginner,179,3.1828234,0.4,140000,4.6,2,0
e8a2a5d2-0545-4200-a619-3c72b9a71465,English private lessons beginner,157,3.1828234,0.32897595,150000,4.7,3,1
e8a9f3b5-4d7c-4e12-8f0a-1b6c7d2e3f4a,find Computer tutor for programming fundamentals learners,169,4.5252385,0.0,160000,4.8,1,1
a1b2c3d4-e5f6-4a7b-8c9d-0e1f2a3b4c5d,Math teacher for basic arithmetic level,111,3.391641,0.0,195000,4.6,1,1
a1b2c3d4-e5f6-4a7b-8c9d-0e1f2a3b4c5d,Computer teacher for programming fundamentals level,250,5.6739187,0.7627814,155000,4.7,1,1
a1b2c3d4-e5f6-4a7b-8c9d-0e1f2a3b4c5d,Computer teacher for programming fundamentals level,159,6.644387,0.66606236,185000,4.9,2,1
a1b2c3d4-e5f6-4a7b-8c9d-0e1f2a3b4c5d,Computer teacher for programming fundamentals level,181,6.644387,0.6620578,170000,4.9,3,1
a1b2c3d4-e5f6-4a7b-8c9d-0e1f2a3b4c5d,Computer teacher for programming fundamentals level,173,6.644387,0.65382266,175000,4.9,4,1
a1b2c3d4-e5f6-4a7b-8c9d-0e1f2a3b4c5d,Computer teacher for programming fundamentals level,163,6.644387,0.6366452,170000,4.7,5,1
a1b2c3d4-e5f6-4a7b-8c9d-0e1f2a3b4c5d,Computer teacher for programming fundamentals level,243,5.722181,0.47024095,165000,4.7,6,1
a1b2c3d4-e5f6-4a7b-8c9d-0e1f2a3b4c5d,Computer teacher for programming fundamentals level,234,5.629324,0.46362633,160000,4.8,7,1
a1b2c3d4-e5f6-4a7b-8c9d-0e1f2a3b4c5d,Computer teacher for programming fundamentals level,253,5.335843,0.41780084,165000,4.8,8,1
a1b2c3d4-e5f6-4a7b-8c9d-0e1f2a3b4c5d,Computer teacher for programming fundamentals level,331,5.3513746,0.39438882,185000,4.7,9,1
a1b2c3d4-e5f6-4a7b-8c9d-0e1f2a3b4c5d,Computer teacher for programming fundamentals level,169,5.2212653,0.34344727,160000,4.8,10,1
f9e8d7c6-b5a4-4321-9876-543210fedcba,English private lessons advanced,33,3.4245398,0.80005157,180000,4.1,1,1
f9e8d7c6-b5a4-4321-9876-543210fedcba,English private lessons advanced,263,3.803883,0.67162806,175000,4.8,2,1
f9e8d7c6-b5a4-4321-9876-543210fedcba,English private lessons advanced,279,3.803883,0.6645367,180000,4.8,3,1
f9e8d7c6-b5a4-4321-9876-543210fedcba,English private lessons advanced,271,3.803883,0.65562516,180000,4.8,4,1
f9e8d7c6-b5a4-4321-9876-543210fedcba,English private lessons advanced,247,3.803883,0.6458361,170000,4.8,5,1
f9e8d7c6-b5a4-4321-9876-543210fedcba,English private lessons advanced,381,3.5881698,0.59339213,165000,4.1,6,1
f9e8d7c6-b5a4-4321-9876-543210fedcba,English private lessons advanced,407,3.5881698,0.59339213,165000,4.1,7,1
f9e8d7c6-b5a4-4321-9876-543210fedcba,English private lessons advanced,355,3.5881698,0.5683104,165000,4.1,8,1
f9e8d7c6-b5a4-4321-9876-543210fedcba,English private lessons advanced,286,3.6075027,0.5484808,180000,4.5,9,1
f9e8d7c6-b5a4-4321-9876-543210fedcba,English private lessons advanced,44,3.4245398,0.4865295,180000,4.1,10,1
1a2b3c4d-5e6f-7a8b-9c0d-1e2f3a4b5c6d,SAT private lessons intermediate (1150-1300),148,3.0684745,0.0,160000,4.7,1,1
9j8h7g6f-5e4d-3c2b-1a0f-fedcba987654,Computer private lessons data structures,234,5.9942813,0.891391,160000,4.8,1,0
9j8h7g6f-5e4d-3c2b-1a0f-fedcba987654,Computer private lessons data structures,253,5.6214314,0.8901674,165000,4.8,2,1
9j8h7g6f-5e4d-3c2b-1a0f-fedcba987654,Computer private lessons data structures,243,5.6200843,0.77293867,165000,4.7,3,1
9j8h7g6f-5e4d-3c2b-1a0f-fedcba987654,Computer private lessons data structures,250,5.348474,0.7722292,155000,4.7,4,1
9j8h7g6f-5e4d-3c2b-1a0f-fedcba987654,Computer private lessons data structures,53,6.248689,0.6779707,170000,4.1,5,1
9j8h7g6f-5e4d-3c2b-1a0f-fedcba987654,Computer private lessons data structures,144,6.069828,0.584425,165000,4.9,6,1
9j8h7g6f-5e4d-3c2b-1a0f-fedcba987654,Computer private lessons data structures,353,5.4260526,0.5323364,170000,4.7,7,1
9j8h7g6f-5e4d-3c2b-1a0f-fedcba987654,Computer private lessons data structures,379,5.4260526,0.5323364,170000,4.7,8,0
9j8h7g6f-5e4d-3c2b-1a0f-fedcba987654,Computer private lessons data structures,405,5.4260526,0.45595664,170000,4.7,9,1
9j8h7g6f-5e4d-3c2b-1a0f-fedcba987654,Computer private lessons data structures,128,4.0959816,0.31790483,190000,4.0,10,1
9j8h7g6f-5e4d-3c2b-1a0f-fedcba987654,SAT private lessons advanced (1300-1500+),235,3.197563,0.69753194,180000,4.9,1,1
9j8h7g6f-5e4d-3c2b-1a0f-fedcba987654,SAT private lessons advanced (1300-1500+),205,3.10673,0.6659264,190000,5.0,2,1
9j8h7g6f-5e4d-3c2b-1a0f-fedcba987654,SAT private lessons advanced (1300-1500+),347,2.630811,0.6424838,165000,4.3,3,1
9j8h7g6f-5e4d-3c2b-1a0f-fedcba987654,SAT private lessons advanced (1300-1500+),195,2.6034598,0.6150593,170000,4.8,4,1
9j8h7g6f-5e4d-3c2b-1a0f-fedcba987654,SAT private lessons advanced (1300-1500+),207,2.6034598,0.6150593,170000,4.8,5,1
9j8h7g6f-5e4d-3c2b-1a0f-fedcba987654,SAT private lessons advanced (1300-1500+),467,3.6036634,0.6,165000,4.9,6,1
9j8h7g6f-5e4d-3c2b-1a0f-fedcba987654,SAT private lessons advanced (1300-1500+),177,3.10673,0.5471429,195000,5.0,7,0
9j8h7g6f-5e4d-3c2b-1a0f-fedcba987654,SAT private lessons advanced (1300-1500+),266,2.5741582,0.5212407,160000,4.8,8,1
9j8h7g6f-5e4d-3c2b-1a0f-fedcba987654,SAT private lessons advanced (1300-1500+),405,3.0583918,0.46103144,170000,4.7,9,1
9j8h7g6f-5e4d-3c2b-1a0f-fedcba987654,SAT private lessons advanced (1300-1500+),243,2.278001,0.37737766,165000,4.7,10,1
9j8h7g6f-5e4d-3c2b-1a0f-fedcba987654,Computer private lessons data structures,87,5.7508016,0.96871424,135000,4.1,1,1
9j8h7g6f-5e4d-3c2b-1a0f-fedcba987654,Computer private lessons data structures,79,5.7508016,0.9319672,135000,4.1,2,1
9j8h7g6f-5e4d-3c2b-1a0f-fedcba987654,Computer private lessons data structures,230,5.407672,0.9287608,140000,4.9,3,1
9j8h7g6f-5e4d-3c2b-1a0f-fedcba987654,Computer private lessons data structures,75,5.7508016,0.91359365,135000,4.1,4,1
9j8h7g6f-5e4d-3c2b-1a0f-fedcba987654,Computer private lessons data structures,83,5.7508016,0.91359365,135000,4.1,5,0
9j8h7g6f-5e4d-3c2b-1a0f-fedcba987654,Computer private lessons data structures,275,4.9726005,0.8549928,140000,4.7,6,1
9j8h7g6f-5e4d-3c2b-1a0f-fedcba987654,Computer private lessons data structures,240,5.1615796,0.84760255,125000,4.6,7,1
9j8h7g6f-5e4d-3c2b-1a0f-fedcba987654,Computer private lessons data structures,267,4.9726005,0.8167093,135000,4.7,8,1
9j8h7g6f-5e4d-3c2b-1a0f-fedcba987654,Computer private lessons data structures,259,4.9726005,0.80927515,135000,4.6,9,1
9j8h7g6f-5e4d-3c2b-1a0f-fedcba987654,Computer private lessons data structures,365,5.247301,0.8037414,50000,4.9,10,1
3a2b1c0d-9e8f-7g6h-5i4j-3k2l1m0n9o8p,SAT private lessons intermediate (1150-1300),225,2.6262763,0.9922823,190000,5.0,1,1
3a2b1c0d-9e8f-7g6h-5i4j-3k2l1m0n9o8p,SAT private lessons intermediate (1150-1300),405,2.6086578,0.90441996,170000,4.7,2,1
3a2b1c0d-9e8f-7g6h-5i4j-3k2l1m0n9o8p,SAT private lessons intermediate (1150-1300),177,2.6262763,0.88212484,195000,5.0,3,0
3a2b1c0d-9e8f-7g6h-5i4j-3k2l1m0n9o8p,SAT private lessons intermediate (1150-1300),167,2.6086578,0.8286959,175000,4.9,4,1
3a2b1c0d-9e8f-7g6h-5i4j-3k2l1m0n9o8p,SAT private lessons intermediate (1150-1300),347,2.636009,0.8226937,165000,4.3,5,1
3a2b1c0d-9e8f-7g6h-5i4j-3k2l1m0n9o8p,SAT private lessons intermediate (1150-1300),223,2.6086578,0.81794095,160000,4.7,6,1
3a2b1c0d-9e8f-7g6h-5i4j-3k2l1m0n9o8p,SAT private lessons intermediate (1150-1300),156,2.6086578,0.81455356,190000,5.0,7,1
3a2b1c0d-9e8f-7g6h-5i4j-3k2l1m0n9o8p,SAT private lessons intermediate (1150-1300),195,2.6086578,0.80607784,170000,4.8,8,1
3a2b1c0d-9e8f-7g6h-5i4j-3k2l1m0n9o8p,SAT private lessons intermediate (1150-1300),373,2.636009,0.77185184,165000,4.3,9,1
3a2b1c0d-9e8f-7g6h-5i4j-3k2l1m0n9o8p,SAT private lessons intermediate (1150-1300),279,2.586047,0.717171,180000,4.8,10,1
zxcvbnm0-lkjh-gfds-apoi-uytrewq12345,IELTS teacher for intermediate (5.5-6.5) level,468,3.2237105,0.8938937,50000,4.1,1,0
zxcvbnm0-lkjh-gfds-apoi-uytrewq12345,IELTS teacher for intermediate (5.5-6.5) level,107,2.8877811,0.8478759,145000,4.3,2,1
zxcvbnm0-lkjh-gfds-apoi-uytrewq12345,IELTS teacher for intermediate (5.5-6.5) level,413,2.9790597,0.7013537,90000,4.1,3,1
zxcvbnm0-lkjh-gfds-apoi-uytrewq12345,IELTS teacher for intermediate (5.5-6.5) level,470,1.8987552,0.0,55000,4.1,4,1
zxcvbnm0-lkjh-gfds-apoi-uytrewq12345,Math online tutor geometry,111,2.7083275,0.0,195000,4.6,1,0
zxcvbnm0-lkjh-gfds-apoi-uytrewq12345,find English tutor for beginner learners,151,4.6439652,0.9498172,175000,4.9,1,1
zxcvbnm0-lkjh-gfds-apoi-uytrewq12345,find English tutor for beginner learners,381,3.997816,0.762629,165000,4.1,2,1
zxcvbnm0-lkjh-gfds-apoi-uytrewq12345,find English tutor for beginner learners,407,3.997816,0.762629,165000,4.1,3,1
zxcvbnm0-lkjh-gfds-apoi-uytrewq12345,find English tutor for beginner learners,355,3.997816,0.68634117,165000,4.1,4,1
zxcvbnm0-lkjh-gfds-apoi-uytrewq12345,find English tutor for beginner learners,431,4.36352,0.6653381,165000,4.9,5,1
zxcvbnm0-lkjh-gfds-apoi-uytrewq12345,find English tutor for beginner learners,449,4.36352,0.6653381,165000,4.9,6,1
zxcvbnm0-lkjh-gfds-apoi-uytrewq12345,find English tutor for beginner learners,467,4.36352,0.61447954,165000,4.9,7,0
zxcvbnm0-lkjh-gfds-apoi-uytrewq12345,find English tutor for beginner learners,101,3.2871106,0.55053,155000,4.4,8,1
zxcvbnm0-lkjh-gfds-apoi-uytrewq12345,find English tutor for beginner learners,286,3.3953898,0.34249747,180000,4.5,9,1
zxcvbnm0-lkjh-gfds-apoi-uytrewq12345,find English tutor for beginner learners,157,2.8326924,0.32293534,150000,4.7,10,1
